COD_MUN;REGION;NOM_MUN;TRASLADO DE RECURSOS DE APROVECHAMIENTO
52260;PACÍFICO;EL TAMBO;SIN APROVECHAMIENTO
52287;PACÍFICO;FUNES;SIN APROVECHAMIENTO
52317;PACÍFICO;GUACHUCAL;SIN APROVECHAMIENTO
52320;PACÍFICO;GUAITARILLA;SIN APROVECHAMIENTO
52323;PACÍFICO;GUALMATÁN;SIN APROVECHAMIENTO
52352;PACÍFICO;ILES;SIN APROVECHAMIENTO
52354;PACÍFICO;IMUÉS;SIN APROVECHAMIENTO
52378;PACÍFICO;LA CRUZ;SIN APROVECHAMIENTO
52381;PACÍFICO;LA FLORIDA;SIN APROVECHAMIENTO
52385;PACÍFICO;LA LLANADA;SIN APROVECHAMIENTO
52390;PACÍFICO;LA TOLA;SIN APROVECHAMIENTO
52399;PACÍFICO;LA UNIÓN;SIN APROVECHAMIENTO
52405;PACÍFICO;LEIVA;SIN APROVECHAMIENTO
52411;PACÍFICO;LINARES;SIN APROVECHAMIENTO
52418;PACÍFICO;LOS ANDES;SIN APROVECHAMIENTO
52427;PACÍFICO;MAGÜÍ;SIN APROVECHAMIENTO
52435;PACÍFICO;MALLAMA;SIN APROVECHAMIENTO
52473;PACÍFICO;MOSQUERA;SIN APROVECHAMIENTO
52480;PACÍFICO;NARIÑO;SIN APROVECHAMIENTO
52490;PACÍFICO;OLAYA HERRERA;SIN APROVECHAMIENTO
52506;PACÍFICO;OSPINA;SIN APROVECHAMIENTO
52520;PACÍFICO;FRANCISCO PIZARRO;SIN APROVECHAMIENTO
52540;PACÍFICO;POLICARPA;SIN APROVECHAMIENTO
52560;PACÍFICO;POTOSÍ;SIN APROVECHAMIENTO
52565;PACÍFICO;PROVIDENCIA;SIN APROVECHAMIENTO
52573;PACÍFICO;PUERRES;SIN APROVECHAMIENTO
52585;PACÍFICO;PUPIALES;SIN APROVECHAMIENTO
52612;PACÍFICO;RICAURTE;SIN APROVECHAMIENTO
52621;PACÍFICO;ROBERTO PAYÁN;SIN APROVECHAMIENTO
52678;PACÍFICO;SAMANIEGO;SIN APROVECHAMIENTO
52683;PACÍFICO;SANDONÁ;SIN APROVECHAMIENTO
52685;PACÍFICO;SAN BERNARDO;SIN APROVECHAMIENTO
52687;PACÍFICO;SAN LORENZO;SIN APROVECHAMIENTO
52693;PACÍFICO;SAN PABLO;SIN APROVECHAMIENTO
52694;PACÍFICO;SAN PEDRO DE CARTAGO;SIN APROVECHAMIENTO
52696;PACÍFICO;SANTA BÁRBARA;SIN APROVECHAMIENTO
52699;PACÍFICO;SANTACRUZ;SIN APROVECHAMIENTO
52720;PACÍFICO;SAPUYES;SIN APROVECHAMIENTO
52786;PACÍFICO;TAMINANGO;SIN APROVECHAMIENTO
52788;PACÍFICO;TANGUA;SIN APROVECHAMIENTO
52835;PACÍFICO;SAN ANDRÉS DE TUMACO;SIN APROVECHAMIENTO
52838;PACÍFICO;TÚQUERRES;SIN APROVECHAMIENTO
52885;PACÍFICO;YACUANQUER;SIN APROVECHAMIENTO
54003;CENTRO ORIENTE;ÁBREGO;SIN APROVECHAMIENTO
54051;CENTRO ORIENTE;ARBOLEDAS;SIN APROVECHAMIENTO
54099;CENTRO ORIENTE;BOCHALEMA;SIN APROVECHAMIENTO
54109;CENTRO ORIENTE;BUCARASICA;SIN APROVECHAMIENTO
54125;CENTRO ORIENTE;CÁCOTA;SIN APROVECHAMIENTO
54128;CENTRO ORIENTE;CÁCHIRA;SIN APROVECHAMIENTO
54172;CENTRO ORIENTE;CHINÁCOTA;SIN APROVECHAMIENTO
54174;CENTRO ORIENTE;CHITAGÁ;SIN APROVECHAMIENTO
54206;CENTRO ORIENTE;CONVENCIÓN;SIN APROVECHAMIENTO
54223;CENTRO ORIENTE;CUCUTILLA;SIN APROVECHAMIENTO
54239;CENTRO ORIENTE;DURANIA;SIN APROVECHAMIENTO
54245;CENTRO ORIENTE;EL CARMEN;SIN APROVECHAMIENTO
54250;CENTRO ORIENTE;EL TARRA;SIN APROVECHAMIENTO
54261;CENTRO ORIENTE;EL ZULIA;SIN APROVECHAMIENTO
54313;CENTRO ORIENTE;GRAMALOTE;SIN APROVECHAMIENTO
54344;CENTRO ORIENTE;HACARÍ;SIN APROVECHAMIENTO
54347;CENTRO ORIENTE;HERRÁN;SIN APROVECHAMIENTO
54377;CENTRO ORIENTE;LABATECA;SIN APROVECHAMIENTO
54385;CENTRO ORIENTE;LA ESPERANZA;SIN APROVECHAMIENTO
54398;CENTRO ORIENTE;LA PLAYA;SIN APROVECHAMIENTO
54418;CENTRO ORIENTE;LOURDES;SIN APROVECHAMIENTO
54480;CENTRO ORIENTE;MUTISCUA;SIN APROVECHAMIENTO
54520;CENTRO ORIENTE;PAMPLONITA;SIN APROVECHAMIENTO
54553;CENTRO ORIENTE;PUERTO SANTANDER;SIN APROVECHAMIENTO
54599;CENTRO ORIENTE;RAGONVALIA;SIN APROVECHAMIENTO
54660;CENTRO ORIENTE;SALAZAR;SIN APROVECHAMIENTO
54670;CENTRO ORIENTE;SAN CALIXTO;SIN APROVECHAMIENTO
54673;CENTRO ORIENTE;SAN CAYETANO;SIN APROVECHAMIENTO
54680;CENTRO ORIENTE;SANTIAGO;SIN APROVECHAMIENTO
54720;CENTRO ORIENTE;SARDINATA;SIN APROVECHAMIENTO
54743;CENTRO ORIENTE;SILOS;SIN APROVECHAMIENTO
54800;CENTRO ORIENTE;TEORAMA;SIN APROVECHAMIENTO
54810;CENTRO ORIENTE;TIBÚ;SIN APROVECHAMIENTO
54820;CENTRO ORIENTE;TOLEDO;SIN APROVECHAMIENTO
54871;CENTRO ORIENTE;VILLA CARO;SIN APROVECHAMIENTO
63111;EJE CAFETERO;BUENAVISTA;SIN APROVECHAMIENTO
63212;EJE CAFETERO;CÓRDOBA;SIN APROVECHAMIENTO
63272;EJE CAFETERO;FILANDIA;SIN APROVECHAMIENTO
63302;EJE CAFETERO;GÉNOVA;SIN APROVECHAMIENTO
63401;EJE CAFETERO;LA TEBAIDA;SIN APROVECHAMIENTO
63470;EJE CAFETERO;MONTENEGRO;SIN APROVECHAMIENTO
63548;EJE CAFETERO;PIJAO;SIN APROVECHAMIENTO
66045;EJE CAFETERO;APÍA;SIN APROVECHAMIENTO
66075;EJE CAFETERO;BALBOA;SIN APROVECHAMIENTO
66088;EJE CAFETERO;BELÉN DE UMBRÍA;SIN APROVECHAMIENTO
66318;EJE CAFETERO;GUÁTICA;SIN APROVECHAMIENTO
66383;EJE CAFETERO;LA CELIA;SIN APROVECHAMIENTO
66400;EJE CAFETERO;LA VIRGINIA;SIN APROVECHAMIENTO
66440;EJE CAFETERO;MARSELLA;SIN APROVECHAMIENTO
66456;EJE CAFETERO;MISTRATÓ;SIN APROVECHAMIENTO
66572;EJE CAFETERO;PUEBLO RICO;SIN APROVECHAMIENTO
66594;EJE CAFETERO;QUINCHÍA;SIN APROVECHAMIENTO
68013;CENTRO ORIENTE;AGUADA;SIN APROVECHAMIENTO
68020;CENTRO ORIENTE;ALBANIA;SIN APROVECHAMIENTO
68051;CENTRO ORIENTE;ARATOCA;SIN APROVECHAMIENTO
68077;CENTRO ORIENTE;BARBOSA;SIN APROVECHAMIENTO
68079;CENTRO ORIENTE;BARICHARA;SIN APROVECHAMIENTO
68092;CENTRO ORIENTE;BETULIA;SIN APROVECHAMIENTO
68101;CENTRO ORIENTE;BOLÍVAR;SIN APROVECHAMIENTO
68121;CENTRO ORIENTE;CABRERA;SIN APROVECHAMIENTO
68132;CENTRO ORIENTE;CALIFORNIA;SIN APROVECHAMIENTO
68147;CENTRO ORIENTE;CAPITANEJO;SIN APROVECHAMIENTO
68152;CENTRO ORIENTE;CARCASÍ;SIN APROVECHAMIENTO
68160;CENTRO ORIENTE;CEPITÁ;SIN APROVECHAMIENTO
68162;CENTRO ORIENTE;CERRITO;SIN APROVECHAMIENTO
68167;CENTRO ORIENTE;CHARALÁ;SIN APROVECHAMIENTO
68169;CENTRO ORIENTE;CHARTA;SIN APROVECHAMIENTO
68176;CENTRO ORIENTE;CHIMA;SIN APROVECHAMIENTO
68179;CENTRO ORIENTE;CHIPATÁ;SIN APROVECHAMIENTO
68190;CENTRO ORIENTE;CIMITARRA;SIN APROVECHAMIENTO
68207;CENTRO ORIENTE;CONCEPCIÓN;SIN APROVECHAMIENTO
68209;CENTRO ORIENTE;CONFINES;SIN APROVECHAMIENTO
68211;CENTRO ORIENTE;CONTRATACIÓN;SIN APROVECHAMIENTO
68217;CENTRO ORIENTE;COROMORO;SIN APROVECHAMIENTO
68229;CENTRO ORIENTE;CURITÍ;SIN APROVECHAMIENTO
68235;CENTRO ORIENTE;EL CARMEN DE CHUCURÍ;SIN APROVECHAMIENTO
68245;CENTRO ORIENTE;EL GUACAMAYO;SIN APROVECHAMIENTO
68250;CENTRO ORIENTE;EL PEÑÓN;SIN APROVECHAMIENTO
68255;CENTRO ORIENTE;EL PLAYÓN;SIN APROVECHAMIENTO
68264;CENTRO ORIENTE;ENCINO;SIN APROVECHAMIENTO
68266;CENTRO ORIENTE;ENCISO;SIN APROVECHAMIENTO
68271;CENTRO ORIENTE;FLORIÁN;SIN APROVECHAMIENTO
68296;CENTRO ORIENTE;GALÁN;SIN APROVECHAMIENTO
68298;CENTRO ORIENTE;GÁMBITA;SIN APROVECHAMIENTO
68318;CENTRO ORIENTE;GUACA;SIN APROVECHAMIENTO
68320;CENTRO ORIENTE;GUADALUPE;SIN APROVECHAMIENTO
68322;CENTRO ORIENTE;GUAPOTÁ;SIN APROVECHAMIENTO
68324;CENTRO ORIENTE;GUAVATÁ;SIN APROVECHAMIENTO
68327;CENTRO ORIENTE;GÜEPSA;SIN APROVECHAMIENTO
68344;CENTRO ORIENTE;HATO;SIN APROVECHAMIENTO
68368;CENTRO ORIENTE;JESÚS MARÍA;SIN APROVECHAMIENTO
68370;CENTRO ORIENTE;JORDÁN;SIN APROVECHAMIENTO
68377;CENTRO ORIENTE;LA BELLEZA;SIN APROVECHAMIENTO
68385;CENTRO ORIENTE;LANDÁZURI;SIN APROVECHAMIENTO
68397;CENTRO ORIENTE;LA PAZ;SIN APROVECHAMIENTO
68418;CENTRO ORIENTE;LOS SANTOS;SIN APROVECHAMIENTO
68425;CENTRO ORIENTE;MACARAVITA;SIN APROVECHAMIENTO
68444;CENTRO ORIENTE;MATANZA;SIN APROVECHAMIENTO
68464;CENTRO ORIENTE;MOGOTES;SIN APROVECHAMIENTO
68468;CENTRO ORIENTE;MOLAGAVITA;SIN APROVECHAMIENTO
68498;CENTRO ORIENTE;OCAMONTE;SIN APROVECHAMIENTO
68500;CENTRO ORIENTE;OIBA;SIN APROVECHAMIENTO
68502;CENTRO ORIENTE;ONZAGA;SIN APROVECHAMIENTO
68522;CENTRO ORIENTE;PALMAR;SIN APROVECHAMIENTO
68524;CENTRO ORIENTE;PALMAS DEL SOCORRO;SIN APROVECHAMIENTO
68533;CENTRO ORIENTE;PÁRAMO;SIN APROVECHAMIENTO
68572;CENTRO ORIENTE;PUENTE NACIONAL;SIN APROVECHAMIENTO
68573;CENTRO ORIENTE;PUERTO PARRA;SIN APROVECHAMIENTO
68575;CENTRO ORIENTE;PUERTO WILCHES;SIN APROVECHAMIENTO
68615;CENTRO ORIENTE;RIONEGRO;SIN APROVECHAMIENTO
68669;CENTRO ORIENTE;SAN ANDRÉS;SIN APROVECHAMIENTO
68673;CENTRO ORIENTE;SAN BENITO;SIN APROVECHAMIENTO
68682;CENTRO ORIENTE;SAN JOAQUÍN;SIN APROVECHAMIENTO
68684;CENTRO ORIENTE;SAN JOSÉ DE MIRANDA;SIN APROVECHAMIENTO
68686;CENTRO ORIENTE;SAN MIGUEL;SIN APROVECHAMIENTO
68689;CENTRO ORIENTE;SAN VICENTE DE CHUCURÍ;SIN APROVECHAMIENTO
68705;CENTRO ORIENTE;SANTA BÁRBARA;SIN APROVECHAMIENTO
68720;CENTRO ORIENTE;SANTA HELENA DEL OPÓN;SIN APROVECHAMIENTO
68745;CENTRO ORIENTE;SIMACOTA;SIN APROVECHAMIENTO
68755;CENTRO ORIENTE;SOCORRO;SIN APROVECHAMIENTO
68770;CENTRO ORIENTE;SUAITA;SIN APROVECHAMIENTO
68773;CENTRO ORIENTE;SUCRE;SIN APROVECHAMIENTO
68780;CENTRO ORIENTE;SURATÁ;SIN APROVECHAMIENTO
68820;CENTRO ORIENTE;TONA;SIN APROVECHAMIENTO
68855;CENTRO ORIENTE;VALLE DE SAN JOSÉ;SIN APROVECHAMIENTO
68861;CENTRO ORIENTE;VÉLEZ;SIN APROVECHAMIENTO
68867;CENTRO ORIENTE;VETAS;SIN APROVECHAMIENTO
68872;CENTRO ORIENTE;VILLANUEVA;SIN APROVECHAMIENTO
68895;CENTRO ORIENTE;ZAPATOCA;SIN APROVECHAMIENTO
70110;CARIBE;BUENAVISTA;SIN APROVECHAMIENTO
70124;CARIBE;CAIMITO;SIN APROVECHAMIENTO
70204;CARIBE;COLOSÓ;SIN APROVECHAMIENTO
70221;CARIBE;COVEÑAS;SIN APROVECHAMIENTO
70230;CARIBE;CHALÁN;SIN APROVECHAMIENTO
70233;CARIBE;EL ROBLE;SIN APROVECHAMIENTO
70235;CARIBE;GALERAS;SIN APROVECHAMIENTO
70265;CARIBE;GUARANDA;SIN APROVECHAMIENTO
70400;CARIBE;LA UNIÓN;SIN APROVECHAMIENTO
70418;CARIBE;LOS PALMITOS;SIN APROVECHAMIENTO
70429;CARIBE;MAJAGUAL;SIN APROVECHAMIENTO
70473;CARIBE;MORROA;SIN APROVECHAMIENTO
70508;CARIBE;OVEJAS;SIN APROVECHAMIENTO
70523;CARIBE;PALMITO;SIN APROVECHAMIENTO
70670;CARIBE;SAMPUÉS;SIN APROVECHAMIENTO
70678;CARIBE;SAN BENITO ABAD;SIN APROVECHAMIENTO
70702;CARIBE;SAN JUAN DE BETULIA;SIN APROVECHAMIENTO
70713;CARIBE;SAN ONOFRE;SIN APROVECHAMIENTO
70717;CARIBE;SAN PEDRO;SIN APROVECHAMIENTO
70771;CARIBE;SUCRE;SIN APROVECHAMIENTO
70820;CARIBE;SANTIAGO DE TOLÚ;SIN APROVECHAMIENTO
70823;CARIBE;SAN JOSÉ DE TOLUVIEJO;SIN APROVECHAMIENTO
73024;CENTRO SUR;ALPUJARRA;SIN APROVECHAMIENTO
73026;CENTRO SUR;ALVARADO;SIN APROVECHAMIENTO
73030;CENTRO SUR;AMBALEMA;SIN APROVECHAMIENTO
73043;CENTRO SUR;ANZOÁTEGUI;SIN APROVECHAMIENTO
73055;CENTRO SUR;ARMERO;SIN APROVECHAMIENTO
73067;CENTRO SUR;ATACO;SIN APROVECHAMIENTO
73124;CENTRO SUR;CAJAMARCA;SIN APROVECHAMIENTO
73148;CENTRO SUR;CARMEN DE APICALÁ;SIN APROVECHAMIENTO
73152;CENTRO SUR;CASABIANCA;SIN APROVECHAMIENTO
73200;CENTRO SUR;COELLO;SIN APROVECHAMIENTO
73217;CENTRO SUR;COYAIMA;SIN APROVECHAMIENTO
73226;CENTRO SUR;CUNDAY;SIN APROVECHAMIENTO
73236;CENTRO SUR;DOLORES;SIN APROVECHAMIENTO
73270;CENTRO SUR;FALAN;SIN APROVECHAMIENTO
73283;CENTRO SUR;FRESNO;SIN APROVECHAMIENTO
73347;CENTRO SUR;HERVEO;SIN APROVECHAMIENTO
73352;CENTRO SUR;ICONONZO;SIN APROVECHAMIENTO
73408;CENTRO SUR;LÉRIDA;SIN APROVECHAMIENTO
73411;CENTRO SUR;LÍBANO;SIN APROVECHAMIENTO
73461;CENTRO SUR;MURILLO;SIN APROVECHAMIENTO
73483;CENTRO SUR;NATAGAIMA;SIN APROVECHAMIENTO
73520;CENTRO SUR;PALOCABILDO;SIN APROVECHAMIENTO
73547;CENTRO SUR;PIEDRAS;SIN APROVECHAMIENTO
73555;CENTRO SUR;PLANADAS;SIN APROVECHAMIENTO
73616;CENTRO SUR;RIOBLANCO;SIN APROVECHAMIENTO
73622;CENTRO SUR;RONCESVALLES;SIN APROVECHAMIENTO
73624;CENTRO SUR;ROVIRA;SIN APROVECHAMIENTO
73675;CENTRO SUR;SAN ANTONIO;SIN APROVECHAMIENTO
73678;CENTRO SUR;SAN LUIS;SIN APROVECHAMIENTO
73686;CENTRO SUR;SANTA ISABEL;SIN APROVECHAMIENTO
73770;CENTRO SUR;SUÁREZ;SIN APROVECHAMIENTO
73854;CENTRO SUR;VALLE DE SAN JUAN;SIN APROVECHAMIENTO
73861;CENTRO SUR;VENADILLO;SIN APROVECHAMIENTO
73870;CENTRO SUR;VILLAHERMOSA;SIN APROVECHAMIENTO
73873;CENTRO SUR;VILLARRICA;SIN APROVECHAMIENTO
76020;PACÍFICO;ALCALÁ;SIN APROVECHAMIENTO
76041;PACÍFICO;ANSERMANUEVO;SIN APROVECHAMIENTO
76054;PACÍFICO;ARGELIA;SIN APROVECHAMIENTO
76100;PACÍFICO;BOLÍVAR;SIN APROVECHAMIENTO
76126;PACÍFICO;CALIMA;SIN APROVECHAMIENTO
76243;PACÍFICO;EL ÁGUILA;SIN APROVECHAMIENTO
76246;PACÍFICO;EL CAIRO;SIN APROVECHAMIENTO
76250;PACÍFICO;EL DOVIO;SIN APROVECHAMIENTO
76377;PACÍFICO;LA CUMBRE;SIN APROVECHAMIENTO
76403;PACÍFICO;LA VICTORIA;SIN APROVECHAMIENTO
76497;PACÍFICO;OBANDO;SIN APROVECHAMIENTO
76606;PACÍFICO;RESTREPO;SIN APROVECHAMIENTO
76616;PACÍFICO;RIOFRÍO;SIN APROVECHAMIENTO
76622;PACÍFICO;ROLDANILLO;SIN APROVECHAMIENTO
76736;PACÍFICO;SEVILLA;SIN APROVECHAMIENTO
76823;PACÍFICO;TORO;SIN APROVECHAMIENTO
76828;PACÍFICO;TRUJILLO;SIN APROVECHAMIENTO
76845;PACÍFICO;ULLOA;SIN APROVECHAMIENTO
76863;PACÍFICO;VERSALLES;SIN APROVECHAMIENTO
76869;PACÍFICO;VIJES;SIN APROVECHAMIENTO
81065;LLANO ;ARAUQUITA;SIN APROVECHAMIENTO
81220;LLANO ;CRAVO NORTE;SIN APROVECHAMIENTO
81300;LLANO ;FORTUL;SIN APROVECHAMIENTO
81591;LLANO ;PUERTO RONDÓN;SIN APROVECHAMIENTO
81736;LLANO ;SARAVENA;SIN APROVECHAMIENTO
81794;LLANO ;TAME;SIN APROVECHAMIENTO
85015;LLANO ;CHÁMEZA;SIN APROVECHAMIENTO
85125;LLANO ;HATO COROZAL;SIN APROVECHAMIENTO
85136;LLANO ;LA SALINA;SIN APROVECHAMIENTO
85139;LLANO ;MANÍ;SIN APROVECHAMIENTO
85162;LLANO ;MONTERREY;SIN APROVECHAMIENTO
85225;LLANO ;NUNCHÍA;SIN APROVECHAMIENTO
85230;LLANO ;OROCUÉ;SIN APROVECHAMIENTO
85263;LLANO ;PORE;SIN APROVECHAMIENTO
85279;LLANO ;RECETOR;SIN APROVECHAMIENTO
85300;LLANO ;SABANALARGA;SIN APROVECHAMIENTO
85315;LLANO ;SÁCAMA;SIN APROVECHAMIENTO
85325;LLANO ;SAN LUIS DE PALENQUE;SIN APROVECHAMIENTO
85400;LLANO ;TÁMARA;SIN APROVECHAMIENTO
85410;LLANO ;TAURAMENA;SIN APROVECHAMIENTO
85430;LLANO ;TRINIDAD;SIN APROVECHAMIENTO
85440;LLANO ;VILLANUEVA;SIN APROVECHAMIENTO
86001;CENTRO SUR;MOCOA;SIN APROVECHAMIENTO
86219;CENTRO SUR;COLÓN;SIN APROVECHAMIENTO
86320;CENTRO SUR;ORITO;SIN APROVECHAMIENTO
86568;CENTRO SUR;PUERTO ASÍS;SIN APROVECHAMIENTO
86569;CENTRO SUR;PUERTO CAICEDO;SIN APROVECHAMIENTO
86571;CENTRO SUR;PUERTO GUZMÁN;SIN APROVECHAMIENTO
86573;CENTRO SUR;PUERTO LEGUÍZAMO;SIN APROVECHAMIENTO
86749;CENTRO SUR;SIBUNDOY;SIN APROVECHAMIENTO
86755;CENTRO SUR;SAN FRANCISCO;SIN APROVECHAMIENTO
86757;CENTRO SUR;SAN MIGUEL;SIN APROVECHAMIENTO
86760;CENTRO SUR;SANTIAGO;SIN APROVECHAMIENTO
86865;CENTRO SUR;VALLE DEL GUAMUEZ;SIN APROVECHAMIENTO
86885;CENTRO SUR;VILLAGARZÓN;SIN APROVECHAMIENTO
88001;CARIBE;SAN ANDRÉS;SIN APROVECHAMIENTO
88564;CARIBE;PROVIDENCIA;SIN APROVECHAMIENTO
91001;CENTRO SUR;LETICIA;SIN APROVECHAMIENTO
91263;CENTRO SUR;EL ENCANTO;SIN APROVECHAMIENTO
91405;CENTRO SUR;LA CHORRERA;SIN APROVECHAMIENTO
91407;CENTRO SUR;LA PEDRERA;SIN APROVECHAMIENTO
91430;CENTRO SUR;LA VICTORIA;SIN APROVECHAMIENTO
91460;CENTRO SUR;MIRITÍ - PARANÁ;SIN APROVECHAMIENTO
91530;CENTRO SUR;PUERTO ALEGRÍA;SIN APROVECHAMIENTO
91536;CENTRO SUR;PUERTO ARICA;SIN APROVECHAMIENTO
91540;CENTRO SUR;PUERTO NARIÑO;SIN APROVECHAMIENTO
91669;CENTRO SUR;PUERTO SANTANDER;SIN APROVECHAMIENTO
91798;CENTRO SUR;TARAPACÁ;SIN APROVECHAMIENTO
94001;LLANO ;INÍRIDA;SIN APROVECHAMIENTO
94343;LLANO ;BARRANCOMINAS;SIN APROVECHAMIENTO
94883;LLANO ;SAN FELIPE;SIN APROVECHAMIENTO
94884;LLANO ;PUERTO COLOMBIA;SIN APROVECHAMIENTO
94885;LLANO ;LA GUADALUPE;SIN APROVECHAMIENTO
94886;LLANO ;CACAHUAL;SIN APROVECHAMIENTO
94887;LLANO ;PANA PANA;SIN APROVECHAMIENTO
94888;LLANO ;MORICHAL;SIN APROVECHAMIENTO
95015;LLANO ;CALAMAR;SIN APROVECHAMIENTO
95025;LLANO ;EL RETORNO;SIN APROVECHAMIENTO
95200;LLANO ;MIRAFLORES;SIN APROVECHAMIENTO
97001;LLANO ;MITÚ;SIN APROVECHAMIENTO
97161;LLANO ;CARURÚ;SIN APROVECHAMIENTO
97511;LLANO ;PACOA;SIN APROVECHAMIENTO
97666;LLANO ;TARAIRA;SIN APROVECHAMIENTO
97777;LLANO ;PAPUNAHUA;SIN APROVECHAMIENTO
97889;LLANO ;YAVARATÉ;SIN APROVECHAMIENTO
99001;LLANO ;PUERTO CARREÑO;SIN APROVECHAMIENTO
99524;LLANO ;LA PRIMAVERA;SIN APROVECHAMIENTO
99624;LLANO ;SANTA ROSALÍA;SIN APROVECHAMIENTO
99773;LLANO ;CUMARIBO;SIN APROVECHAMIENTO
