DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Total
05;Antioquia;05036;Angelópolis;2029;Cabecera Municipal;2.901
05;Antioquia;05036;Angelópolis;2029;Centros Poblados y Rural Disperso;3.555
05;Antioquia;05036;Angelópolis;2029;Total;6.456
05;Antioquia;05036;Angelópolis;2030;Cabecera Municipal;2.942
05;Antioquia;05036;Angelópolis;2030;Centros Poblados y Rural Disperso;3.596
05;Antioquia;05036;Angelópolis;2030;Total;6.538
05;Antioquia;05036;Angelópolis;2031;Cabecera Municipal;2.962
05;Antioquia;05036;Angelópolis;2031;Centros Poblados y Rural Disperso;3.633
05;Antioquia;05036;Angelópolis;2031;Total;6.595
05;Antioquia;05036;Angelópolis;2032;Cabecera Municipal;2.997
05;Antioquia;05036;Angelópolis;2032;Centros Poblados y Rural Disperso;3.676
05;Antioquia;05036;Angelópolis;2032;Total;6.673
05;Antioquia;05036;Angelópolis;2033;Cabecera Municipal;3.033
05;Antioquia;05036;Angelópolis;2033;Centros Poblados y Rural Disperso;3.711
05;Antioquia;05036;Angelópolis;2033;Total;6.744
05;Antioquia;05036;Angelópolis;2034;Cabecera Municipal;3.046
05;Antioquia;05036;Angelópolis;2034;Centros Poblados y Rural Disperso;3.751
05;Antioquia;05036;Angelópolis;2034;Total;6.797
05;Antioquia;05036;Angelópolis;2035;Cabecera Municipal;3.072
05;Antioquia;05036;Angelópolis;2035;Centros Poblados y Rural Disperso;3.790
05;Antioquia;05036;Angelópolis;2035;Total;6.862
05;Antioquia;05038;Angostura;2018;Cabecera Municipal;2.628
05;Antioquia;05038;Angostura;2018;Centros Poblados y Rural Disperso;8.809
05;Antioquia;05038;Angostura;2018;Total;11.437
05;Antioquia;05038;Angostura;2019;Cabecera Municipal;2.634
05;Antioquia;05038;Angostura;2019;Centros Poblados y Rural Disperso;8.828
05;Antioquia;05038;Angostura;2019;Total;11.462
05;Antioquia;05038;Angostura;2020;Cabecera Municipal;2.658
05;Antioquia;05038;Angostura;2020;Centros Poblados y Rural Disperso;8.878
05;Antioquia;05038;Angostura;2020;Total;11.536
05;Antioquia;05038;Angostura;2021;Cabecera Municipal;2.937
05;Antioquia;05038;Angostura;2021;Centros Poblados y Rural Disperso;8.778
05;Antioquia;05038;Angostura;2021;Total;11.715
05;Antioquia;05038;Angostura;2022;Cabecera Municipal;3.145
05;Antioquia;05038;Angostura;2022;Centros Poblados y Rural Disperso;8.751
05;Antioquia;05038;Angostura;2022;Total;11.896
05;Antioquia;05038;Angostura;2023;Cabecera Municipal;3.331
05;Antioquia;05038;Angostura;2023;Centros Poblados y Rural Disperso;8.750
05;Antioquia;05038;Angostura;2023;Total;12.081
05;Antioquia;05038;Angostura;2024;Cabecera Municipal;3.389
05;Antioquia;05038;Angostura;2024;Centros Poblados y Rural Disperso;8.755
05;Antioquia;05038;Angostura;2024;Total;12.144
05;Antioquia;05038;Angostura;2025;Cabecera Municipal;3.449
05;Antioquia;05038;Angostura;2025;Centros Poblados y Rural Disperso;8.778
05;Antioquia;05038;Angostura;2025;Total;12.227
05;Antioquia;05038;Angostura;2026;Cabecera Municipal;3.497
05;Antioquia;05038;Angostura;2026;Centros Poblados y Rural Disperso;8.819
05;Antioquia;05038;Angostura;2026;Total;12.316
05;Antioquia;05038;Angostura;2027;Cabecera Municipal;3.555
05;Antioquia;05038;Angostura;2027;Centros Poblados y Rural Disperso;8.854
05;Antioquia;05038;Angostura;2027;Total;12.409
05;Antioquia;05038;Angostura;2028;Cabecera Municipal;3.610
05;Antioquia;05038;Angostura;2028;Centros Poblados y Rural Disperso;8.921
05;Antioquia;05038;Angostura;2028;Total;12.531
05;Antioquia;05038;Angostura;2029;Cabecera Municipal;3.650
05;Antioquia;05038;Angostura;2029;Centros Poblados y Rural Disperso;8.992
05;Antioquia;05038;Angostura;2029;Total;12.642
05;Antioquia;05038;Angostura;2030;Cabecera Municipal;3.675
05;Antioquia;05038;Angostura;2030;Centros Poblados y Rural Disperso;9.085
05;Antioquia;05038;Angostura;2030;Total;12.760
05;Antioquia;05038;Angostura;2031;Cabecera Municipal;3.711
05;Antioquia;05038;Angostura;2031;Centros Poblados y Rural Disperso;9.186
05;Antioquia;05038;Angostura;2031;Total;12.897
05;Antioquia;05038;Angostura;2032;Cabecera Municipal;3.748
05;Antioquia;05038;Angostura;2032;Centros Poblados y Rural Disperso;9.281
05;Antioquia;05038;Angostura;2032;Total;13.029
05;Antioquia;05038;Angostura;2033;Cabecera Municipal;3.797
05;Antioquia;05038;Angostura;2033;Centros Poblados y Rural Disperso;9.381
05;Antioquia;05038;Angostura;2033;Total;13.178
05;Antioquia;05038;Angostura;2034;Cabecera Municipal;3.810
05;Antioquia;05038;Angostura;2034;Centros Poblados y Rural Disperso;9.483
05;Antioquia;05038;Angostura;2034;Total;13.293
05;Antioquia;05038;Angostura;2035;Cabecera Municipal;3.844
05;Antioquia;05038;Angostura;2035;Centros Poblados y Rural Disperso;9.578
05;Antioquia;05038;Angostura;2035;Total;13.422
05;Antioquia;05040;Anorí;2018;Cabecera Municipal;7.634
05;Antioquia;05040;Anorí;2018;Centros Poblados y Rural Disperso;10.687
05;Antioquia;05040;Anorí;2018;Total;18.321
05;Antioquia;05040;Anorí;2019;Cabecera Municipal;8.003
05;Antioquia;05040;Anorí;2019;Centros Poblados y Rural Disperso;10.734
05;Antioquia;05040;Anorí;2019;Total;18.737
05;Antioquia;05040;Anorí;2020;Cabecera Municipal;8.335
05;Antioquia;05040;Anorí;2020;Centros Poblados y Rural Disperso;10.769
05;Antioquia;05040;Anorí;2020;Total;19.104
05;Antioquia;05040;Anorí;2021;Cabecera Municipal;8.757
05;Antioquia;05040;Anorí;2021;Centros Poblados y Rural Disperso;10.647
05;Antioquia;05040;Anorí;2021;Total;19.404
05;Antioquia;05040;Anorí;2022;Cabecera Municipal;9.090
05;Antioquia;05040;Anorí;2022;Centros Poblados y Rural Disperso;10.614
05;Antioquia;05040;Anorí;2022;Total;19.704
05;Antioquia;05040;Anorí;2023;Cabecera Municipal;9.398
05;Antioquia;05040;Anorí;2023;Centros Poblados y Rural Disperso;10.613
05;Antioquia;05040;Anorí;2023;Total;20.011
05;Antioquia;05040;Anorí;2024;Cabecera Municipal;9.584
05;Antioquia;05040;Anorí;2024;Centros Poblados y Rural Disperso;10.626
05;Antioquia;05040;Anorí;2024;Total;20.210
05;Antioquia;05040;Anorí;2025;Cabecera Municipal;9.742
05;Antioquia;05040;Anorí;2025;Centros Poblados y Rural Disperso;10.648
05;Antioquia;05040;Anorí;2025;Total;20.390
05;Antioquia;05040;Anorí;2026;Cabecera Municipal;9.889
05;Antioquia;05040;Anorí;2026;Centros Poblados y Rural Disperso;10.697
05;Antioquia;05040;Anorí;2026;Total;20.586
05;Antioquia;05040;Anorí;2027;Cabecera Municipal;10.033
05;Antioquia;05040;Anorí;2027;Centros Poblados y Rural Disperso;10.756
05;Antioquia;05040;Anorí;2027;Total;20.789
05;Antioquia;05040;Anorí;2028;Cabecera Municipal;10.167
05;Antioquia;05040;Anorí;2028;Centros Poblados y Rural Disperso;10.830
05;Antioquia;05040;Anorí;2028;Total;20.997
05;Antioquia;05040;Anorí;2029;Cabecera Municipal;10.291
05;Antioquia;05040;Anorí;2029;Centros Poblados y Rural Disperso;10.924
05;Antioquia;05040;Anorí;2029;Total;21.215
05;Antioquia;05040;Anorí;2030;Cabecera Municipal;10.407
05;Antioquia;05040;Anorí;2030;Centros Poblados y Rural Disperso;11.033
05;Antioquia;05040;Anorí;2030;Total;21.440
05;Antioquia;05040;Anorí;2031;Cabecera Municipal;10.488
05;Antioquia;05040;Anorí;2031;Centros Poblados y Rural Disperso;11.155
05;Antioquia;05040;Anorí;2031;Total;21.643
05;Antioquia;05040;Anorí;2032;Cabecera Municipal;10.589
05;Antioquia;05040;Anorí;2032;Centros Poblados y Rural Disperso;11.272
05;Antioquia;05040;Anorí;2032;Total;21.861
05;Antioquia;05040;Anorí;2033;Cabecera Municipal;10.683
05;Antioquia;05040;Anorí;2033;Centros Poblados y Rural Disperso;11.396
05;Antioquia;05040;Anorí;2033;Total;22.079
05;Antioquia;05040;Anorí;2034;Cabecera Municipal;10.782
05;Antioquia;05040;Anorí;2034;Centros Poblados y Rural Disperso;11.511
05;Antioquia;05040;Anorí;2034;Total;22.293
05;Antioquia;05040;Anorí;2035;Cabecera Municipal;10.860
05;Antioquia;05040;Anorí;2035;Centros Poblados y Rural Disperso;11.628
05;Antioquia;05040;Anorí;2035;Total;22.488
05;Antioquia;05042;Santafé de Antioquia;2018;Cabecera Municipal;16.351
05;Antioquia;05042;Santafé de Antioquia;2018;Centros Poblados y Rural Disperso;9.813
05;Antioquia;05042;Santafé de Antioquia;2018;Total;26.164
05;Antioquia;05042;Santafé de Antioquia;2019;Cabecera Municipal;16.985
05;Antioquia;05042;Santafé de Antioquia;2019;Centros Poblados y Rural Disperso;9.613
05;Antioquia;05042;Santafé de Antioquia;2019;Total;26.598
05;Antioquia;05042;Santafé de Antioquia;2020;Cabecera Municipal;17.580
05;Antioquia;05042;Santafé de Antioquia;2020;Centros Poblados y Rural Disperso;9.422
05;Antioquia;05042;Santafé de Antioquia;2020;Total;27.002
05;Antioquia;05042;Santafé de Antioquia;2021;Cabecera Municipal;18.107
05;Antioquia;05042;Santafé de Antioquia;2021;Centros Poblados y Rural Disperso;9.314
05;Antioquia;05042;Santafé de Antioquia;2021;Total;27.421
05;Antioquia;05042;Santafé de Antioquia;2022;Cabecera Municipal;18.559
05;Antioquia;05042;Santafé de Antioquia;2022;Centros Poblados y Rural Disperso;9.285
05;Antioquia;05042;Santafé de Antioquia;2022;Total;27.844
05;Antioquia;05042;Santafé de Antioquia;2023;Cabecera Municipal;18.995
05;Antioquia;05042;Santafé de Antioquia;2023;Centros Poblados y Rural Disperso;9.284
05;Antioquia;05042;Santafé de Antioquia;2023;Total;28.279
05;Antioquia;05042;Santa Fé de Antioquia;2024;Cabecera Municipal;19.358
05;Antioquia;05042;Santa Fé de Antioquia;2024;Centros Poblados y Rural Disperso;9.284
05;Antioquia;05042;Santa Fé de Antioquia;2024;Total;28.642
05;Antioquia;05042;Santa Fé de Antioquia;2025;Cabecera Municipal;19.696
05;Antioquia;05042;Santa Fé de Antioquia;2025;Centros Poblados y Rural Disperso;9.320
05;Antioquia;05042;Santa Fé de Antioquia;2025;Total;29.016
05;Antioquia;05042;Santa Fé de Antioquia;2026;Cabecera Municipal;20.001
05;Antioquia;05042;Santa Fé de Antioquia;2026;Centros Poblados y Rural Disperso;9.359
05;Antioquia;05042;Santa Fé de Antioquia;2026;Total;29.360
05;Antioquia;05042;Santa Fé de Antioquia;2027;Cabecera Municipal;20.288
05;Antioquia;05042;Santa Fé de Antioquia;2027;Centros Poblados y Rural Disperso;9.400
05;Antioquia;05042;Santa Fé de Antioquia;2027;Total;29.688
05;Antioquia;05042;Santa Fé de Antioquia;2028;Cabecera Municipal;20.551
05;Antioquia;05042;Santa Fé de Antioquia;2028;Centros Poblados y Rural Disperso;9.464
05;Antioquia;05042;Santa Fé de Antioquia;2028;Total;30.015
05;Antioquia;05042;Santa Fé de Antioquia;2029;Cabecera Municipal;20.795
05;Antioquia;05042;Santa Fé de Antioquia;2029;Centros Poblados y Rural Disperso;9.555
05;Antioquia;05042;Santa Fé de Antioquia;2029;Total;30.350
05;Antioquia;05042;Santa Fé de Antioquia;2030;Cabecera Municipal;21.003
05;Antioquia;05042;Santa Fé de Antioquia;2030;Centros Poblados y Rural Disperso;9.644
05;Antioquia;05042;Santa Fé de Antioquia;2030;Total;30.647
05;Antioquia;05042;Santa Fé de Antioquia;2031;Cabecera Municipal;21.221
05;Antioquia;05042;Santa Fé de Antioquia;2031;Centros Poblados y Rural Disperso;9.746
05;Antioquia;05042;Santa Fé de Antioquia;2031;Total;30.967
05;Antioquia;05042;Santa Fé de Antioquia;2032;Cabecera Municipal;21.408
05;Antioquia;05042;Santa Fé de Antioquia;2032;Centros Poblados y Rural Disperso;9.858
05;Antioquia;05042;Santa Fé de Antioquia;2032;Total;31.266
05;Antioquia;05042;Santa Fé de Antioquia;2033;Cabecera Municipal;21.603
05;Antioquia;05042;Santa Fé de Antioquia;2033;Centros Poblados y Rural Disperso;9.958
05;Antioquia;05042;Santa Fé de Antioquia;2033;Total;31.561
05;Antioquia;05042;Santa Fé de Antioquia;2034;Cabecera Municipal;21.785
05;Antioquia;05042;Santa Fé de Antioquia;2034;Centros Poblados y Rural Disperso;10.058
05;Antioquia;05042;Santa Fé de Antioquia;2034;Total;31.843
05;Antioquia;05042;Santa Fé de Antioquia;2035;Cabecera Municipal;21.963
05;Antioquia;05042;Santa Fé de Antioquia;2035;Centros Poblados y Rural Disperso;10.166
05;Antioquia;05042;Santa Fé de Antioquia;2035;Total;32.129
05;Antioquia;05044;Anzá;2018;Cabecera Municipal;1.258
05;Antioquia;05044;Anzá;2018;Centros Poblados y Rural Disperso;5.752
05;Antioquia;05044;Anzá;2018;Total;7.010
05;Antioquia;05044;Anzá;2019;Cabecera Municipal;1.294
05;Antioquia;05044;Anzá;2019;Centros Poblados y Rural Disperso;5.791
05;Antioquia;05044;Anzá;2019;Total;7.085
05;Antioquia;05044;Anzá;2020;Cabecera Municipal;1.330
05;Antioquia;05044;Anzá;2020;Centros Poblados y Rural Disperso;5.839
05;Antioquia;05044;Anzá;2020;Total;7.169
05;Antioquia;05044;Anzá;2021;Cabecera Municipal;1.507
05;Antioquia;05044;Anzá;2021;Centros Poblados y Rural Disperso;5.773
05;Antioquia;05044;Anzá;2021;Total;7.280
05;Antioquia;05044;Anzá;2022;Cabecera Municipal;1.638
05;Antioquia;05044;Anzá;2022;Centros Poblados y Rural Disperso;5.755
05;Antioquia;05044;Anzá;2022;Total;7.393
05;Antioquia;05044;Anzá;2023;Cabecera Municipal;1.753
05;Antioquia;05044;Anzá;2023;Centros Poblados y Rural Disperso;5.755
05;Antioquia;05044;Anzá;2023;Total;7.508
05;Antioquia;05044;Anzá;2024;Cabecera Municipal;1.789
05;Antioquia;05044;Anzá;2024;Centros Poblados y Rural Disperso;5.758
05;Antioquia;05044;Anzá;2024;Total;7.547
05;Antioquia;05044;Anzá;2025;Cabecera Municipal;1.811
05;Antioquia;05044;Anzá;2025;Centros Poblados y Rural Disperso;5.783
05;Antioquia;05044;Anzá;2025;Total;7.594
05;Antioquia;05044;Anzá;2026;Cabecera Municipal;1.840
05;Antioquia;05044;Anzá;2026;Centros Poblados y Rural Disperso;5.806
05;Antioquia;05044;Anzá;2026;Total;7.646
05;Antioquia;05044;Anzá;2027;Cabecera Municipal;1.876
05;Antioquia;05044;Anzá;2027;Centros Poblados y Rural Disperso;5.833
05;Antioquia;05044;Anzá;2027;Total;7.709
05;Antioquia;05044;Anzá;2028;Cabecera Municipal;1.904
05;Antioquia;05044;Anzá;2028;Centros Poblados y Rural Disperso;5.868
05;Antioquia;05044;Anzá;2028;Total;7.772
05;Antioquia;05044;Anzá;2029;Cabecera Municipal;1.925
05;Antioquia;05044;Anzá;2029;Centros Poblados y Rural Disperso;5.918
05;Antioquia;05044;Anzá;2029;Total;7.843
05;Antioquia;05044;Anzá;2030;Cabecera Municipal;1.938
05;Antioquia;05044;Anzá;2030;Centros Poblados y Rural Disperso;5.986
05;Antioquia;05044;Anzá;2030;Total;7.924
05;Antioquia;05044;Anzá;2031;Cabecera Municipal;1.954
05;Antioquia;05044;Anzá;2031;Centros Poblados y Rural Disperso;6.036
05;Antioquia;05044;Anzá;2031;Total;7.990
05;Antioquia;05044;Anzá;2032;Cabecera Municipal;1.969
05;Antioquia;05044;Anzá;2032;Centros Poblados y Rural Disperso;6.124
05;Antioquia;05044;Anzá;2032;Total;8.093
05;Antioquia;05044;Anzá;2033;Cabecera Municipal;1.996
05;Antioquia;05044;Anzá;2033;Centros Poblados y Rural Disperso;6.168
05;Antioquia;05044;Anzá;2033;Total;8.164
05;Antioquia;05044;Anzá;2034;Cabecera Municipal;2.009
05;Antioquia;05044;Anzá;2034;Centros Poblados y Rural Disperso;6.241
05;Antioquia;05044;Anzá;2034;Total;8.250
05;Antioquia;05044;Anzá;2035;Cabecera Municipal;2.033
05;Antioquia;05044;Anzá;2035;Centros Poblados y Rural Disperso;6.314
05;Antioquia;05044;Anzá;2035;Total;8.347
05;Antioquia;05045;Apartadó;2018;Cabecera Municipal;98.454
05;Antioquia;05045;Apartadó;2018;Centros Poblados y Rural Disperso;22.549
05;Antioquia;05045;Apartadó;2018;Total;121.003
05;Antioquia;05045;Apartadó;2019;Cabecera Municipal;102.946
05;Antioquia;05045;Apartadó;2019;Centros Poblados y Rural Disperso;21.701
05;Antioquia;05045;Apartadó;2019;Total;124.647
05;Antioquia;05045;Apartadó;2020;Cabecera Municipal;107.271
05;Antioquia;05045;Apartadó;2020;Centros Poblados y Rural Disperso;20.473
05;Antioquia;05045;Apartadó;2020;Total;127.744
05;Antioquia;05045;Apartadó;2021;Cabecera Municipal;109.514
05;Antioquia;05045;Apartadó;2021;Centros Poblados y Rural Disperso;20.237
05;Antioquia;05045;Apartadó;2021;Total;129.751
05;Antioquia;05045;Apartadó;2022;Cabecera Municipal;111.579
05;Antioquia;05045;Apartadó;2022;Centros Poblados y Rural Disperso;20.175
05;Antioquia;05045;Apartadó;2022;Total;131.754
05;Antioquia;05045;Apartadó;2023;Cabecera Municipal;113.638
05;Antioquia;05045;Apartadó;2023;Centros Poblados y Rural Disperso;20.173
05;Antioquia;05045;Apartadó;2023;Total;133.811
05;Antioquia;05045;Apartadó;2024;Cabecera Municipal;115.713
05;Antioquia;05045;Apartadó;2024;Centros Poblados y Rural Disperso;20.195
05;Antioquia;05045;Apartadó;2024;Total;135.908
05;Antioquia;05045;Apartadó;2025;Cabecera Municipal;117.676
05;Antioquia;05045;Apartadó;2025;Centros Poblados y Rural Disperso;20.246
05;Antioquia;05045;Apartadó;2025;Total;137.922
05;Antioquia;05045;Apartadó;2026;Cabecera Municipal;119.520
05;Antioquia;05045;Apartadó;2026;Centros Poblados y Rural Disperso;20.323
05;Antioquia;05045;Apartadó;2026;Total;139.843
05;Antioquia;05045;Apartadó;2027;Cabecera Municipal;121.232
05;Antioquia;05045;Apartadó;2027;Centros Poblados y Rural Disperso;20.433
05;Antioquia;05045;Apartadó;2027;Total;141.665
05;Antioquia;05045;Apartadó;2028;Cabecera Municipal;122.809
05;Antioquia;05045;Apartadó;2028;Centros Poblados y Rural Disperso;20.571
05;Antioquia;05045;Apartadó;2028;Total;143.380
05;Antioquia;05045;Apartadó;2029;Cabecera Municipal;124.257
05;Antioquia;05045;Apartadó;2029;Centros Poblados y Rural Disperso;20.750
05;Antioquia;05045;Apartadó;2029;Total;145.007
05;Antioquia;05045;Apartadó;2030;Cabecera Municipal;125.539
05;Antioquia;05045;Apartadó;2030;Centros Poblados y Rural Disperso;20.970
05;Antioquia;05045;Apartadó;2030;Total;146.509
05;Antioquia;05045;Apartadó;2031;Cabecera Municipal;126.747
05;Antioquia;05045;Apartadó;2031;Centros Poblados y Rural Disperso;21.193
05;Antioquia;05045;Apartadó;2031;Total;147.940
05;Antioquia;05045;Apartadó;2032;Cabecera Municipal;127.913
05;Antioquia;05045;Apartadó;2032;Centros Poblados y Rural Disperso;21.414
05;Antioquia;05045;Apartadó;2032;Total;149.327
05;Antioquia;05045;Apartadó;2033;Cabecera Municipal;129.050
05;Antioquia;05045;Apartadó;2033;Centros Poblados y Rural Disperso;21.642
05;Antioquia;05045;Apartadó;2033;Total;150.692
05;Antioquia;05045;Apartadó;2034;Cabecera Municipal;130.150
05;Antioquia;05045;Apartadó;2034;Centros Poblados y Rural Disperso;21.886
05;Antioquia;05045;Apartadó;2034;Total;152.036
05;Antioquia;05045;Apartadó;2035;Cabecera Municipal;131.195
05;Antioquia;05045;Apartadó;2035;Centros Poblados y Rural Disperso;22.087
05;Antioquia;05045;Apartadó;2035;Total;153.282
05;Antioquia;05051;Arboletes;2018;Cabecera Municipal;9.747
05;Antioquia;05051;Arboletes;2018;Centros Poblados y Rural Disperso;19.548
05;Antioquia;05051;Arboletes;2018;Total;29.295
05;Antioquia;05051;Arboletes;2019;Cabecera Municipal;10.110
05;Antioquia;05051;Arboletes;2019;Centros Poblados y Rural Disperso;19.832
05;Antioquia;05051;Arboletes;2019;Total;29.942
05;Antioquia;05051;Arboletes;2020;Cabecera Municipal;10.450
05;Antioquia;05051;Arboletes;2020;Centros Poblados y Rural Disperso;20.060
05;Antioquia;05051;Arboletes;2020;Total;30.510
05;Antioquia;05051;Arboletes;2021;Cabecera Municipal;11.151
05;Antioquia;05051;Arboletes;2021;Centros Poblados y Rural Disperso;19.833
05;Antioquia;05051;Arboletes;2021;Total;30.984
05;Antioquia;05051;Arboletes;2022;Cabecera Municipal;11.690
05;Antioquia;05051;Arboletes;2022;Centros Poblados y Rural Disperso;19.772
05;Antioquia;05051;Arboletes;2022;Total;31.462
05;Antioquia;05051;Arboletes;2023;Cabecera Municipal;12.183
05;Antioquia;05051;Arboletes;2023;Centros Poblados y Rural Disperso;19.770
05;Antioquia;05051;Arboletes;2023;Total;31.953
05;Antioquia;05051;Arboletes;2024;Cabecera Municipal;12.422
05;Antioquia;05051;Arboletes;2024;Centros Poblados y Rural Disperso;19.797
05;Antioquia;05051;Arboletes;2024;Total;32.219
05;Antioquia;05051;Arboletes;2025;Cabecera Municipal;12.634
05;Antioquia;05051;Arboletes;2025;Centros Poblados y Rural Disperso;19.835
05;Antioquia;05051;Arboletes;2025;Total;32.469
05;Antioquia;05051;Arboletes;2026;Cabecera Municipal;12.826
05;Antioquia;05051;Arboletes;2026;Centros Poblados y Rural Disperso;19.909
05;Antioquia;05051;Arboletes;2026;Total;32.735
05;Antioquia;05051;Arboletes;2027;Cabecera Municipal;13.013
05;Antioquia;05051;Arboletes;2027;Centros Poblados y Rural Disperso;20.019
05;Antioquia;05051;Arboletes;2027;Total;33.032
05;Antioquia;05051;Arboletes;2028;Cabecera Municipal;13.179
05;Antioquia;05051;Arboletes;2028;Centros Poblados y Rural Disperso;20.168
05;Antioquia;05051;Arboletes;2028;Total;33.347
05;Antioquia;05051;Arboletes;2029;Cabecera Municipal;13.333
05;Antioquia;05051;Arboletes;2029;Centros Poblados y Rural Disperso;20.322
05;Antioquia;05051;Arboletes;2029;Total;33.655
05;Antioquia;05051;Arboletes;2030;Cabecera Municipal;13.478
05;Antioquia;05051;Arboletes;2030;Centros Poblados y Rural Disperso;20.534
05;Antioquia;05051;Arboletes;2030;Total;34.012
05;Antioquia;05051;Arboletes;2031;Cabecera Municipal;13.601
05;Antioquia;05051;Arboletes;2031;Centros Poblados y Rural Disperso;20.765
