DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Total
25;Cundinamarca;25214;Cota;2022;Centros Poblados y Rural Disperso;12.648
25;Cundinamarca;25214;Cota;2022;Total;39.679
25;Cundinamarca;25214;Cota;2023;Cabecera Municipal;28.136
25;Cundinamarca;25214;Cota;2023;Centros Poblados y Rural Disperso;12.671
25;Cundinamarca;25214;Cota;2023;Total;40.807
25;Cundinamarca;25214;Cota;2024;Cabecera Municipal;29.155
25;Cundinamarca;25214;Cota;2024;Centros Poblados y Rural Disperso;12.687
25;Cundinamarca;25214;Cota;2024;Total;41.842
25;Cundinamarca;25214;Cota;2025;Cabecera Municipal;30.090
25;Cundinamarca;25214;Cota;2025;Centros Poblados y Rural Disperso;12.730
25;Cundinamarca;25214;Cota;2025;Total;42.820
25;Cundinamarca;25214;Cota;2026;Cabecera Municipal;30.977
25;Cundinamarca;25214;Cota;2026;Centros Poblados y Rural Disperso;12.766
25;Cundinamarca;25214;Cota;2026;Total;43.743
25;Cundinamarca;25214;Cota;2027;Cabecera Municipal;31.788
25;Cundinamarca;25214;Cota;2027;Centros Poblados y Rural Disperso;12.794
25;Cundinamarca;25214;Cota;2027;Total;44.582
25;Cundinamarca;25214;Cota;2028;Cabecera Municipal;32.524
25;Cundinamarca;25214;Cota;2028;Centros Poblados y Rural Disperso;12.837
25;Cundinamarca;25214;Cota;2028;Total;45.361
25;Cundinamarca;25214;Cota;2029;Cabecera Municipal;33.209
25;Cundinamarca;25214;Cota;2029;Centros Poblados y Rural Disperso;12.889
25;Cundinamarca;25214;Cota;2029;Total;46.098
25;Cundinamarca;25214;Cota;2030;Cabecera Municipal;33.816
25;Cundinamarca;25214;Cota;2030;Centros Poblados y Rural Disperso;12.949
25;Cundinamarca;25214;Cota;2030;Total;46.765
25;Cundinamarca;25214;Cota;2031;Cabecera Municipal;34.374
25;Cundinamarca;25214;Cota;2031;Centros Poblados y Rural Disperso;13.008
25;Cundinamarca;25214;Cota;2031;Total;47.382
25;Cundinamarca;25214;Cota;2032;Cabecera Municipal;34.941
25;Cundinamarca;25214;Cota;2032;Centros Poblados y Rural Disperso;13.035
25;Cundinamarca;25214;Cota;2032;Total;47.976
25;Cundinamarca;25214;Cota;2033;Cabecera Municipal;35.490
25;Cundinamarca;25214;Cota;2033;Centros Poblados y Rural Disperso;13.102
25;Cundinamarca;25214;Cota;2033;Total;48.592
25;Cundinamarca;25214;Cota;2034;Cabecera Municipal;36.029
25;Cundinamarca;25214;Cota;2034;Centros Poblados y Rural Disperso;13.150
25;Cundinamarca;25214;Cota;2034;Total;49.179
25;Cundinamarca;25214;Cota;2035;Cabecera Municipal;36.561
25;Cundinamarca;25214;Cota;2035;Centros Poblados y Rural Disperso;13.192
25;Cundinamarca;25214;Cota;2035;Total;49.753
25;Cundinamarca;25224;Cucunubá;2018;Cabecera Municipal;1.131
25;Cundinamarca;25224;Cucunubá;2018;Centros Poblados y Rural Disperso;6.495
25;Cundinamarca;25224;Cucunubá;2018;Total;7.626
25;Cundinamarca;25224;Cucunubá;2019;Cabecera Municipal;1.189
25;Cundinamarca;25224;Cucunubá;2019;Centros Poblados y Rural Disperso;6.746
25;Cundinamarca;25224;Cucunubá;2019;Total;7.935
25;Cundinamarca;25224;Cucunubá;2020;Cabecera Municipal;1.253
25;Cundinamarca;25224;Cucunubá;2020;Centros Poblados y Rural Disperso;7.004
25;Cundinamarca;25224;Cucunubá;2020;Total;8.257
25;Cundinamarca;25224;Cucunubá;2021;Cabecera Municipal;1.558
25;Cundinamarca;25224;Cucunubá;2021;Centros Poblados y Rural Disperso;7.027
25;Cundinamarca;25224;Cucunubá;2021;Total;8.585
25;Cundinamarca;25224;Cucunubá;2022;Cabecera Municipal;1.813
25;Cundinamarca;25224;Cucunubá;2022;Centros Poblados y Rural Disperso;7.042
25;Cundinamarca;25224;Cucunubá;2022;Total;8.855
25;Cundinamarca;25224;Cucunubá;2023;Cabecera Municipal;2.052
25;Cundinamarca;25224;Cucunubá;2023;Centros Poblados y Rural Disperso;7.055
25;Cundinamarca;25224;Cucunubá;2023;Total;9.107
25;Cundinamarca;25224;Cucunubá;2024;Cabecera Municipal;2.154
25;Cundinamarca;25224;Cucunubá;2024;Centros Poblados y Rural Disperso;7.068
25;Cundinamarca;25224;Cucunubá;2024;Total;9.222
25;Cundinamarca;25224;Cucunubá;2025;Cabecera Municipal;2.228
25;Cundinamarca;25224;Cucunubá;2025;Centros Poblados y Rural Disperso;7.087
25;Cundinamarca;25224;Cucunubá;2025;Total;9.315
25;Cundinamarca;25224;Cucunubá;2026;Cabecera Municipal;2.284
25;Cundinamarca;25224;Cucunubá;2026;Centros Poblados y Rural Disperso;7.104
25;Cundinamarca;25224;Cucunubá;2026;Total;9.388
25;Cundinamarca;25224;Cucunubá;2027;Cabecera Municipal;2.341
25;Cundinamarca;25224;Cucunubá;2027;Centros Poblados y Rural Disperso;7.133
25;Cundinamarca;25224;Cucunubá;2027;Total;9.474
25;Cundinamarca;25224;Cucunubá;2028;Cabecera Municipal;2.409
25;Cundinamarca;25224;Cucunubá;2028;Centros Poblados y Rural Disperso;7.164
25;Cundinamarca;25224;Cucunubá;2028;Total;9.573
25;Cundinamarca;25224;Cucunubá;2029;Cabecera Municipal;2.449
25;Cundinamarca;25224;Cucunubá;2029;Centros Poblados y Rural Disperso;7.197
25;Cundinamarca;25224;Cucunubá;2029;Total;9.646
25;Cundinamarca;25224;Cucunubá;2030;Cabecera Municipal;2.494
25;Cundinamarca;25224;Cucunubá;2030;Centros Poblados y Rural Disperso;7.228
25;Cundinamarca;25224;Cucunubá;2030;Total;9.722
25;Cundinamarca;25224;Cucunubá;2031;Cabecera Municipal;2.544
25;Cundinamarca;25224;Cucunubá;2031;Centros Poblados y Rural Disperso;7.246
25;Cundinamarca;25224;Cucunubá;2031;Total;9.790
25;Cundinamarca;25224;Cucunubá;2032;Cabecera Municipal;2.587
25;Cundinamarca;25224;Cucunubá;2032;Centros Poblados y Rural Disperso;7.274
25;Cundinamarca;25224;Cucunubá;2032;Total;9.861
25;Cundinamarca;25224;Cucunubá;2033;Cabecera Municipal;2.613
25;Cundinamarca;25224;Cucunubá;2033;Centros Poblados y Rural Disperso;7.300
25;Cundinamarca;25224;Cucunubá;2033;Total;9.913
25;Cundinamarca;25224;Cucunubá;2034;Cabecera Municipal;2.650
25;Cundinamarca;25224;Cucunubá;2034;Centros Poblados y Rural Disperso;7.332
25;Cundinamarca;25224;Cucunubá;2034;Total;9.982
25;Cundinamarca;25224;Cucunubá;2035;Cabecera Municipal;2.699
25;Cundinamarca;25224;Cucunubá;2035;Centros Poblados y Rural Disperso;7.359
25;Cundinamarca;25224;Cucunubá;2035;Total;10.058
25;Cundinamarca;25245;El Colegio;2018;Cabecera Municipal;10.251
25;Cundinamarca;25245;El Colegio;2018;Centros Poblados y Rural Disperso;13.635
25;Cundinamarca;25245;El Colegio;2018;Total;23.886
25;Cundinamarca;25245;El Colegio;2019;Cabecera Municipal;10.916
25;Cundinamarca;25245;El Colegio;2019;Centros Poblados y Rural Disperso;14.131
25;Cundinamarca;25245;El Colegio;2019;Total;25.047
25;Cundinamarca;25245;El Colegio;2020;Cabecera Municipal;11.602
25;Cundinamarca;25245;El Colegio;2020;Centros Poblados y Rural Disperso;14.574
25;Cundinamarca;25245;El Colegio;2020;Total;26.176
25;Cundinamarca;25245;El Colegio;2021;Cabecera Municipal;12.595
25;Cundinamarca;25245;El Colegio;2021;Centros Poblados y Rural Disperso;14.621
25;Cundinamarca;25245;El Colegio;2021;Total;27.216
25;Cundinamarca;25245;El Colegio;2022;Cabecera Municipal;13.419
25;Cundinamarca;25245;El Colegio;2022;Centros Poblados y Rural Disperso;14.653
25;Cundinamarca;25245;El Colegio;2022;Total;28.072
25;Cundinamarca;25245;El Colegio;2023;Cabecera Municipal;14.189
25;Cundinamarca;25245;El Colegio;2023;Centros Poblados y Rural Disperso;14.681
25;Cundinamarca;25245;El Colegio;2023;Total;28.870
25;Cundinamarca;25245;El Colegio;2024;Cabecera Municipal;14.701
25;Cundinamarca;25245;El Colegio;2024;Centros Poblados y Rural Disperso;14.703
25;Cundinamarca;25245;El Colegio;2024;Total;29.404
25;Cundinamarca;25245;El Colegio;2025;Cabecera Municipal;15.163
25;Cundinamarca;25245;El Colegio;2025;Centros Poblados y Rural Disperso;14.739
25;Cundinamarca;25245;El Colegio;2025;Total;29.902
25;Cundinamarca;25245;El Colegio;2026;Cabecera Municipal;15.596
25;Cundinamarca;25245;El Colegio;2026;Centros Poblados y Rural Disperso;14.770
25;Cundinamarca;25245;El Colegio;2026;Total;30.366
25;Cundinamarca;25245;El Colegio;2027;Cabecera Municipal;15.987
25;Cundinamarca;25245;El Colegio;2027;Centros Poblados y Rural Disperso;14.805
25;Cundinamarca;25245;El Colegio;2027;Total;30.792
25;Cundinamarca;25245;El Colegio;2028;Cabecera Municipal;16.343
25;Cundinamarca;25245;El Colegio;2028;Centros Poblados y Rural Disperso;14.857
25;Cundinamarca;25245;El Colegio;2028;Total;31.200
25;Cundinamarca;25245;El Colegio;2029;Cabecera Municipal;16.684
25;Cundinamarca;25245;El Colegio;2029;Centros Poblados y Rural Disperso;14.914
25;Cundinamarca;25245;El Colegio;2029;Total;31.598
25;Cundinamarca;25245;El Colegio;2030;Cabecera Municipal;16.979
25;Cundinamarca;25245;El Colegio;2030;Centros Poblados y Rural Disperso;14.952
25;Cundinamarca;25245;El Colegio;2030;Total;31.931
25;Cundinamarca;25245;El Colegio;2031;Cabecera Municipal;17.265
25;Cundinamarca;25245;El Colegio;2031;Centros Poblados y Rural Disperso;15.008
25;Cundinamarca;25245;El Colegio;2031;Total;32.273
25;Cundinamarca;25245;El Colegio;2032;Cabecera Municipal;17.539
25;Cundinamarca;25245;El Colegio;2032;Centros Poblados y Rural Disperso;15.065
25;Cundinamarca;25245;El Colegio;2032;Total;32.604
25;Cundinamarca;25245;El Colegio;2033;Cabecera Municipal;17.814
25;Cundinamarca;25245;El Colegio;2033;Centros Poblados y Rural Disperso;15.115
25;Cundinamarca;25245;El Colegio;2033;Total;32.929
25;Cundinamarca;25245;El Colegio;2034;Cabecera Municipal;18.082
25;Cundinamarca;25245;El Colegio;2034;Centros Poblados y Rural Disperso;15.169
25;Cundinamarca;25245;El Colegio;2034;Total;33.251
25;Cundinamarca;25245;El Colegio;2035;Cabecera Municipal;18.350
25;Cundinamarca;25245;El Colegio;2035;Centros Poblados y Rural Disperso;15.208
25;Cundinamarca;25245;El Colegio;2035;Total;33.558
25;Cundinamarca;25258;El Peñón;2018;Cabecera Municipal;577
25;Cundinamarca;25258;El Peñón;2018;Centros Poblados y Rural Disperso;4.104
25;Cundinamarca;25258;El Peñón;2018;Total;4.681
25;Cundinamarca;25258;El Peñón;2019;Cabecera Municipal;597
25;Cundinamarca;25258;El Peñón;2019;Centros Poblados y Rural Disperso;4.113
25;Cundinamarca;25258;El Peñón;2019;Total;4.710
25;Cundinamarca;25258;El Peñón;2020;Cabecera Municipal;622
25;Cundinamarca;25258;El Peñón;2020;Centros Poblados y Rural Disperso;4.167
25;Cundinamarca;25258;El Peñón;2020;Total;4.789
25;Cundinamarca;25258;El Peñón;2021;Cabecera Municipal;800
25;Cundinamarca;25258;El Peñón;2021;Centros Poblados y Rural Disperso;4.179
25;Cundinamarca;25258;El Peñón;2021;Total;4.979
25;Cundinamarca;25258;El Peñón;2022;Cabecera Municipal;951
25;Cundinamarca;25258;El Peñón;2022;Centros Poblados y Rural Disperso;4.185
25;Cundinamarca;25258;El Peñón;2022;Total;5.136
25;Cundinamarca;25258;El Peñón;2023;Cabecera Municipal;1.093
25;Cundinamarca;25258;El Peñón;2023;Centros Poblados y Rural Disperso;4.189
25;Cundinamarca;25258;El Peñón;2023;Total;5.282
25;Cundinamarca;25258;El Peñón;2024;Cabecera Municipal;1.140
25;Cundinamarca;25258;El Peñón;2024;Centros Poblados y Rural Disperso;4.196
25;Cundinamarca;25258;El Peñón;2024;Total;5.336
25;Cundinamarca;25258;El Peñón;2025;Cabecera Municipal;1.186
25;Cundinamarca;25258;El Peñón;2025;Centros Poblados y Rural Disperso;4.191
25;Cundinamarca;25258;El Peñón;2025;Total;5.377
25;Cundinamarca;25258;El Peñón;2026;Cabecera Municipal;1.229
25;Cundinamarca;25258;El Peñón;2026;Centros Poblados y Rural Disperso;4.194
25;Cundinamarca;25258;El Peñón;2026;Total;5.423
25;Cundinamarca;25258;El Peñón;2027;Cabecera Municipal;1.253
25;Cundinamarca;25258;El Peñón;2027;Centros Poblados y Rural Disperso;4.194
25;Cundinamarca;25258;El Peñón;2027;Total;5.447
25;Cundinamarca;25258;El Peñón;2028;Cabecera Municipal;1.276
25;Cundinamarca;25258;El Peñón;2028;Centros Poblados y Rural Disperso;4.180
25;Cundinamarca;25258;El Peñón;2028;Total;5.456
25;Cundinamarca;25258;El Peñón;2029;Cabecera Municipal;1.306
25;Cundinamarca;25258;El Peñón;2029;Centros Poblados y Rural Disperso;4.177
25;Cundinamarca;25258;El Peñón;2029;Total;5.483
25;Cundinamarca;25258;El Peñón;2030;Cabecera Municipal;1.327
25;Cundinamarca;25258;El Peñón;2030;Centros Poblados y Rural Disperso;4.187
25;Cundinamarca;25258;El Peñón;2030;Total;5.514
25;Cundinamarca;25258;El Peñón;2031;Cabecera Municipal;1.352
25;Cundinamarca;25258;El Peñón;2031;Centros Poblados y Rural Disperso;4.173
25;Cundinamarca;25258;El Peñón;2031;Total;5.525
25;Cundinamarca;25258;El Peñón;2032;Cabecera Municipal;1.367
25;Cundinamarca;25258;El Peñón;2032;Centros Poblados y Rural Disperso;4.162
25;Cundinamarca;25258;El Peñón;2032;Total;5.529
25;Cundinamarca;25258;El Peñón;2033;Cabecera Municipal;1.398
25;Cundinamarca;25258;El Peñón;2033;Centros Poblados y Rural Disperso;4.125
25;Cundinamarca;25258;El Peñón;2033;Total;5.523
25;Cundinamarca;25258;El Peñón;2034;Cabecera Municipal;1.413
25;Cundinamarca;25258;El Peñón;2034;Centros Poblados y Rural Disperso;4.089
25;Cundinamarca;25258;El Peñón;2034;Total;5.502
25;Cundinamarca;25258;El Peñón;2035;Cabecera Municipal;1.438
25;Cundinamarca;25258;El Peñón;2035;Centros Poblados y Rural Disperso;4.065
25;Cundinamarca;25258;El Peñón;2035;Total;5.503
25;Cundinamarca;25260;El Rosal;2018;Cabecera Municipal;18.958
25;Cundinamarca;25260;El Rosal;2018;Centros Poblados y Rural Disperso;3.107
25;Cundinamarca;25260;El Rosal;2018;Total;22.065
25;Cundinamarca;25260;El Rosal;2019;Cabecera Municipal;20.701
25;Cundinamarca;25260;El Rosal;2019;Centros Poblados y Rural Disperso;2.716
25;Cundinamarca;25260;El Rosal;2019;Total;23.417
25;Cundinamarca;25260;El Rosal;2020;Cabecera Municipal;22.485
25;Cundinamarca;25260;El Rosal;2020;Centros Poblados y Rural Disperso;2.283
25;Cundinamarca;25260;El Rosal;2020;Total;24.768
25;Cundinamarca;25260;El Rosal;2021;Cabecera Municipal;23.467
25;Cundinamarca;25260;El Rosal;2021;Centros Poblados y Rural Disperso;2.290
25;Cundinamarca;25260;El Rosal;2021;Total;25.757
25;Cundinamarca;25260;El Rosal;2022;Cabecera Municipal;24.272
25;Cundinamarca;25260;El Rosal;2022;Centros Poblados y Rural Disperso;2.295
25;Cundinamarca;25260;El Rosal;2022;Total;26.567
25;Cundinamarca;25260;El Rosal;2023;Cabecera Municipal;25.023
25;Cundinamarca;25260;El Rosal;2023;Centros Poblados y Rural Disperso;2.299
25;Cundinamarca;25260;El Rosal;2023;Total;27.322
25;Cundinamarca;25260;El Rosal;2024;Cabecera Municipal;25.881
25;Cundinamarca;25260;El Rosal;2024;Centros Poblados y Rural Disperso;2.300
25;Cundinamarca;25260;El Rosal;2024;Total;28.181
25;Cundinamarca;25260;El Rosal;2025;Cabecera Municipal;26.686
25;Cundinamarca;25260;El Rosal;2025;Centros Poblados y Rural Disperso;2.311
25;Cundinamarca;25260;El Rosal;2025;Total;28.997
25;Cundinamarca;25260;El Rosal;2026;Cabecera Municipal;27.443
25;Cundinamarca;25260;El Rosal;2026;Centros Poblados y Rural Disperso;2.323
25;Cundinamarca;25260;El Rosal;2026;Total;29.766
25;Cundinamarca;25260;El Rosal;2027;Cabecera Municipal;28.163
25;Cundinamarca;25260;El Rosal;2027;Centros Poblados y Rural Disperso;2.326
25;Cundinamarca;25260;El Rosal;2027;Total;30.489
25;Cundinamarca;25260;El Rosal;2028;Cabecera Municipal;28.827
25;Cundinamarca;25260;El Rosal;2028;Centros Poblados y Rural Disperso;2.329
25;Cundinamarca;25260;El Rosal;2028;Total;31.156
25;Cundinamarca;25260;El Rosal;2029;Cabecera Municipal;29.412
25;Cundinamarca;25260;El Rosal;2029;Centros Poblados y Rural Disperso;2.340
25;Cundinamarca;25260;El Rosal;2029;Total;31.752
25;Cundinamarca;25260;El Rosal;2030;Cabecera Municipal;29.952
25;Cundinamarca;25260;El Rosal;2030;Centros Poblados y Rural Disperso;2.356
25;Cundinamarca;25260;El Rosal;2030;Total;32.308
25;Cundinamarca;25260;El Rosal;2031;Cabecera Municipal;30.447
25;Cundinamarca;25260;El Rosal;2031;Centros Poblados y Rural Disperso;2.352
25;Cundinamarca;25260;El Rosal;2031;Total;32.799
25;Cundinamarca;25260;El Rosal;2032;Cabecera Municipal;30.946
25;Cundinamarca;25260;El Rosal;2032;Centros Poblados y Rural Disperso;2.370
25;Cundinamarca;25260;El Rosal;2032;Total;33.316
25;Cundinamarca;25260;El Rosal;2033;Cabecera Municipal;31.428
25;Cundinamarca;25260;El Rosal;2033;Centros Poblados y Rural Disperso;2.376
25;Cundinamarca;25260;El Rosal;2033;Total;33.804
25;Cundinamarca;25260;El Rosal;2034;Cabecera Municipal;31.919
25;Cundinamarca;25260;El Rosal;2034;Centros Poblados y Rural Disperso;2.382
25;Cundinamarca;25260;El Rosal;2034;Total;34.301
25;Cundinamarca;25260;El Rosal;2035;Cabecera Municipal;32.373
25;Cundinamarca;25260;El Rosal;2035;Centros Poblados y Rural Disperso;2.394
25;Cundinamarca;25260;El Rosal;2035;Total;34.767
25;Cundinamarca;25269;Facatativá;2018;Cabecera Municipal;125.348
25;Cundinamarca;25269;Facatativá;2018;Centros Poblados y Rural Disperso;14.093
25;Cundinamarca;25269;Facatativá;2018;Total;139.441
25;Cundinamarca;25269;Facatativá;2019;Cabecera Municipal;135.306
25;Cundinamarca;25269;Facatativá;2019;Centros Poblados y Rural Disperso;12.695
25;Cundinamarca;25269;Facatativá;2019;Total;148.001
25;Cundinamarca;25269;Facatativá;2020;Cabecera Municipal;145.080
25;Cundinamarca;25269;Facatativá;2020;Centros Poblados y Rural Disperso;10.898
25;Cundinamarca;25269;Facatativá;2020;Total;155.978
25;Cundinamarca;25269;Facatativá;2021;Cabecera Municipal;151.274
25;Cundinamarca;25269;Facatativá;2021;Centros Poblados y Rural Disperso;10.931
25;Cundinamarca;25269;Facatativá;2021;Total;162.205
25;Cundinamarca;25269;Facatativá;2022;Cabecera Municipal;156.354
25;Cundinamarca;25269;Facatativá;2022;Centros Poblados y Rural Disperso;10.955
25;Cundinamarca;25269;Facatativá;2022;Total;167.309
25;Cundinamarca;25269;Facatativá;2023;Cabecera Municipal;161.088
25;Cundinamarca;25269;Facatativá;2023;Centros Poblados y Rural Disperso;10.976
25;Cundinamarca;25269;Facatativá;2023;Total;172.064
25;Cundinamarca;25269;Facatativá;2024;Cabecera Municipal;166.401
25;Cundinamarca;25269;Facatativá;2024;Centros Poblados y Rural Disperso;11.002
25;Cundinamarca;25269;Facatativá;2024;Total;177.403
25;Cundinamarca;25269;Facatativá;2025;Cabecera Municipal;171.565
25;Cundinamarca;25269;Facatativá;2025;Centros Poblados y Rural Disperso;11.030
25;Cundinamarca;25269;Facatativá;2025;Total;182.595
25;Cundinamarca;25269;Facatativá;2026;Cabecera Municipal;176.420
25;Cundinamarca;25269;Facatativá;2026;Centros Poblados y Rural Disperso;11.069
25;Cundinamarca;25269;Facatativá;2026;Total;187.489
25;Cundinamarca;25269;Facatativá;2027;Cabecera Municipal;180.956
25;Cundinamarca;25269;Facatativá;2027;Centros Poblados y Rural Disperso;11.111
25;Cundinamarca;25269;Facatativá;2027;Total;192.067
25;Cundinamarca;25269;Facatativá;2028;Cabecera Municipal;185.142
25;Cundinamarca;25269;Facatativá;2028;Centros Poblados y Rural Disperso;11.150
25;Cundinamarca;25269;Facatativá;2028;Total;196.292
25;Cundinamarca;25269;Facatativá;2029;Cabecera Municipal;188.957
25;Cundinamarca;25269;Facatativá;2029;Centros Poblados y Rural Disperso;11.188
25;Cundinamarca;25269;Facatativá;2029;Total;200.145
25;Cundinamarca;25269;Facatativá;2030;Cabecera Municipal;192.375
25;Cundinamarca;25269;Facatativá;2030;Centros Poblados y Rural Disperso;11.235
25;Cundinamarca;25269;Facatativá;2030;Total;203.610
25;Cundinamarca;25269;Facatativá;2031;Cabecera Municipal;195.579
25;Cundinamarca;25269;Facatativá;2031;Centros Poblados y Rural Disperso;11.290
25;Cundinamarca;25269;Facatativá;2031;Total;206.869
25;Cundinamarca;25269;Facatativá;2032;Cabecera Municipal;198.743
25;Cundinamarca;25269;Facatativá;2032;Centros Poblados y Rural Disperso;11.325
25;Cundinamarca;25269;Facatativá;2032;Total;210.068
25;Cundinamarca;25269;Facatativá;2033;Cabecera Municipal;201.870
25;Cundinamarca;25269;Facatativá;2033;Centros Poblados y Rural Disperso;11.382
25;Cundinamarca;25269;Facatativá;2033;Total;213.252
25;Cundinamarca;25269;Facatativá;2034;Cabecera Municipal;204.923
25;Cundinamarca;25269;Facatativá;2034;Centros Poblados y Rural Disperso;11.414
25;Cundinamarca;25269;Facatativá;2034;Total;216.337
25;Cundinamarca;25269;Facatativá;2035;Cabecera Municipal;207.949
25;Cundinamarca;25269;Facatativá;2035;Centros Poblados y Rural Disperso;11.460
25;Cundinamarca;25269;Facatativá;2035;Total;219.409
25;Cundinamarca;25279;Fómeque;2018;Cabecera Municipal;5.203
25;Cundinamarca;25279;Fómeque;2018;Centros Poblados y Rural Disperso;6.783
25;Cundinamarca;25279;Fómeque;2018;Total;11.986
25;Cundinamarca;25279;Fómeque;2019;Cabecera Municipal;5.555
25;Cundinamarca;25279;Fómeque;2019;Centros Poblados y Rural Disperso;6.812
25;Cundinamarca;25279;Fómeque;2019;Total;12.367
25;Cundinamarca;25279;Fómeque;2020;Cabecera Municipal;5.904
25;Cundinamarca;25279;Fómeque;2020;Centros Poblados y Rural Disperso;6.899
25;Cundinamarca;25279;Fómeque;2020;Total;12.803
25;Cundinamarca;25279;Fómeque;2021;Cabecera Municipal;6.390
25;Cundinamarca;25279;Fómeque;2021;Centros Poblados y Rural Disperso;6.921
25;Cundinamarca;25279;Fómeque;2021;Total;13.311
25;Cundinamarca;25279;Fómeque;2022;Cabecera Municipal;6.793
25;Cundinamarca;25279;Fómeque;2022;Centros Poblados y Rural Disperso;6.937
25;Cundinamarca;25279;Fómeque;2022;Total;13.730
25;Cundinamarca;25279;Fómeque;2023;Cabecera Municipal;7.171
25;Cundinamarca;25279;Fómeque;2023;Centros Poblados y Rural Disperso;6.950
25;Cundinamarca;25279;Fómeque;2023;Total;14.121
25;Cundinamarca;25279;Fómeque;2024;Cabecera Municipal;7.439
25;Cundinamarca;25279;Fómeque;2024;Centros Poblados y Rural Disperso;6.962
25;Cundinamarca;25279;Fómeque;2024;Total;14.401
25;Cundinamarca;25279;Fómeque;2025;Cabecera Municipal;7.668
25;Cundinamarca;25279;Fómeque;2025;Centros Poblados y Rural Disperso;6.980
25;Cundinamarca;25279;Fómeque;2025;Total;14.648
25;Cundinamarca;25279;Fómeque;2026;Cabecera Municipal;7.890
25;Cundinamarca;25279;Fómeque;2026;Centros Poblados y Rural Disperso;6.997
25;Cundinamarca;25279;Fómeque;2026;Total;14.887
25;Cundinamarca;25279;Fómeque;2027;Cabecera Municipal;8.094
25;Cundinamarca;25279;Fómeque;2027;Centros Poblados y Rural Disperso;7.012
25;Cundinamarca;25279;Fómeque;2027;Total;15.106
25;Cundinamarca;25279;Fómeque;2028;Cabecera Municipal;8.273
25;Cundinamarca;25279;Fómeque;2028;Centros Poblados y Rural Disperso;7.024
25;Cundinamarca;25279;Fómeque;2028;Total;15.297
25;Cundinamarca;25279;Fómeque;2029;Cabecera Municipal;8.443
25;Cundinamarca;25279;Fómeque;2029;Centros Poblados y Rural Disperso;7.066
25;Cundinamarca;25279;Fómeque;2029;Total;15.509
25;Cundinamarca;25279;Fómeque;2030;Cabecera Municipal;8.600
25;Cundinamarca;25279;Fómeque;2030;Centros Poblados y Rural Disperso;7.088
25;Cundinamarca;25279;Fómeque;2030;Total;15.688
25;Cundinamarca;25279;Fómeque;2031;Cabecera Municipal;8.738
25;Cundinamarca;25279;Fómeque;2031;Centros Poblados y Rural Disperso;7.124
25;Cundinamarca;25279;Fómeque;2031;Total;15.862
25;Cundinamarca;25279;Fómeque;2032;Cabecera Municipal;8.875
25;Cundinamarca;25279;Fómeque;2032;Centros Poblados y Rural Disperso;7.152
25;Cundinamarca;25279;Fómeque;2032;Total;16.027
25;Cundinamarca;25279;Fómeque;2033;Cabecera Municipal;9.018
25;Cundinamarca;25279;Fómeque;2033;Centros Poblados y Rural Disperso;7.169
25;Cundinamarca;25279;Fómeque;2033;Total;16.187
25;Cundinamarca;25279;Fómeque;2034;Cabecera Municipal;9.151
25;Cundinamarca;25279;Fómeque;2034;Centros Poblados y Rural Disperso;7.211
25;Cundinamarca;25279;Fómeque;2034;Total;16.362
25;Cundinamarca;25279;Fómeque;2035;Cabecera Municipal;9.294
25;Cundinamarca;25279;Fómeque;2035;Centros Poblados y Rural Disperso;7.219
25;Cundinamarca;25279;Fómeque;2035;Total;16.513
25;Cundinamarca;25281;Fosca;2018;Cabecera Municipal;1.367
25;Cundinamarca;25281;Fosca;2018;Centros Poblados y Rural Disperso;4.417
25;Cundinamarca;25281;Fosca;2018;Total;5.784
25;Cundinamarca;25281;Fosca;2019;Cabecera Municipal;1.428
25;Cundinamarca;25281;Fosca;2019;Centros Poblados y Rural Disperso;4.464
25;Cundinamarca;25281;Fosca;2019;Total;5.892
25;Cundinamarca;25281;Fosca;2020;Cabecera Municipal;1.496
25;Cundinamarca;25281;Fosca;2020;Centros Poblados y Rural Disperso;4.542
25;Cundinamarca;25281;Fosca;2020;Total;6.038
25;Cundinamarca;25281;Fosca;2021;Cabecera Municipal;1.721
25;Cundinamarca;25281;Fosca;2021;Centros Poblados y Rural Disperso;4.557
25;Cundinamarca;25281;Fosca;2021;Total;6.278
25;Cundinamarca;25281;Fosca;2022;Cabecera Municipal;1.908
25;Cundinamarca;25281;Fosca;2022;Centros Poblados y Rural Disperso;4.567
25;Cundinamarca;25281;Fosca;2022;Total;6.475
25;Cundinamarca;25281;Fosca;2023;Cabecera Municipal;2.084
25;Cundinamarca;25281;Fosca;2023;Centros Poblados y Rural Disperso;4.575
25;Cundinamarca;25281;Fosca;2023;Total;6.659
25;Cundinamarca;25281;Fosca;2024;Cabecera Municipal;2.171
25;Cundinamarca;25281;Fosca;2024;Centros Poblados y Rural Disperso;4.578
25;Cundinamarca;25281;Fosca;2024;Total;6.749
25;Cundinamarca;25281;Fosca;2025;Cabecera Municipal;2.239
25;Cundinamarca;25281;Fosca;2025;Centros Poblados y Rural Disperso;4.597
25;Cundinamarca;25281;Fosca;2025;Total;6.836
25;Cundinamarca;25281;Fosca;2026;Cabecera Municipal;2.301
25;Cundinamarca;25281;Fosca;2026;Centros Poblados y Rural Disperso;4.614
25;Cundinamarca;25281;Fosca;2026;Total;6.915
25;Cundinamarca;25281;Fosca;2027;Cabecera Municipal;2.367
