|PERIODO_NUEVO|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|AÑO|Total_x|Departamento|Municipio|REGION|Tasa_apro|Ton_percapita_apro|kg_percapita_apro
104|2019-07|ATLANTICO-BARRANQUILLA|32625.0|4544.844|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|12.227234529152181|0.003656186044715604|3.656186044715604
105|2020-05|ANTIOQUIA-MEDELLIN|56953.46|4474.550000000001|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|7.284217737152808|0.0017662065252401498|1.7662065252401498
106|2020-11|VALLE DEL CAUCA-CALI|126673.11000000002|4428.699999999999|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|3.378061675883802|0.0019660252790533314|1.9660252790533315
107|2021-05|ATLANTICO-BARRANQUILLA|41300.0|4396.9000000000015|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|9.62187807050369|0.003389839655472824|3.389839655472824
108|2019-11|ATLANTICO-BARRANQUILLA|32625.0|4267.27|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|11.566840424836965|0.00343288637036465|3.43288637036465
109|2021-02|VALLE DEL CAUCA-CALI|138505.25|4258.030000000001|2021|2264748|VALLE DEL CAUCA|CALI|PACIFICO|2.9825806748065755|0.0018801341252978258|1.8801341252978259
110|2021-01|VALLE DEL CAUCA-CALI|133949.0|4171.55|2021|2264748|VALLE DEL CAUCA|CALI|PACIFICO|3.020223999976832|0.0018419488614185772|1.8419488614185773
111|2020-02|ANTIOQUIA-MEDELLIN|113906.91999999998|4167.030000000001|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|3.529169643261703|0.0016448213958658324|1.6448213958658324
112|2020-04|ATLANTICO-BARRANQUILLA|33696.0|4131.29|2020|1274250|ATLANTICO|BARRANQUILLA|CARIBE|10.921453796980963|0.0032421345889739064|3.242134588973906
113|2020-06|VALLE DEL CAUCA-CALI|137229.72|4116.65|2020|2252616|VALLE DEL CAUCA|CALI|PACIFICO|2.912455410068189|0.001827497451851536|1.827497451851536
114|2019-12|CUNDINAMARCA-SOACHA|12520.372|4095.680000000001|2019|709276|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|24.648935860335545|0.005774451694403873|5.774451694403873
115|2021-07|ATLANTICO-BARRANQUILLA|41018.0|4091.46|2021|1297082|ATLANTICO|BARRANQUILLA|CARIBE|9.070070889786756|0.0031543572418705986|3.1543572418705987
116|2019-08|ATLANTICO-BARRANQUILLA|32625.0|4086.31|2019|1243056|ATLANTICO|BARRANQUILLA|CARIBE|11.130929405679067|0.003287309662637886|3.287309662637886
117|2020-03|ANTIOQUIA-MEDELLIN|56953.46|4062.61|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|6.658262323351864|0.001603604449946002|1.6036044499460018
118|2021-12|ANTIOQUIA-MEDELLIN|55153.17|4022.31|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|6.797257918313464|0.0015631426772681697|1.5631426772681698
119|2020-01|ANTIOQUIA-MEDELLIN|107597.6|3979.129999999999|2020|2533424|ANTIOQUIA|MEDELLIN|EJE CAFETERO|3.5662722863450105|0.0015706529976821878|1.570652997682188
120|2019-12|ANTIOQUIA-MEDELLIN|53801.57|3975.12|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|6.880144916574486|0.001600583037553175|1.600583037553175
121|2019-10|ANTIOQUIA-MEDELLIN|53801.57|3952.0499999999993|2019|2483545|ANTIOQUIA|MEDELLIN|EJE CAFETERO|6.842947680162732|0.0015912938964262775|1.5912938964262775
122|2021-06|CUNDINAMARCA-SOACHA|14752.18|3947.15|2021|783632|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|21.108510304914667|0.005036994405537293|5.0369944055372935
123|2021-04|ANTIOQUIA-MEDELLIN|55254.75|3913.899999999999|2021|2573220|ANTIOQUIA|MEDELLIN|EJE CAFETERO|6.614820517284067|0.0015210125834557477|1.5210125834557477
124|2021-04|VALLE DEL CAUCA-CALI|138508.25|3913.3000000000006|2021|2264748|VALLE DEL CAUCA|CALI|PACIFICO|2.7476881132103963|0.0017279185145543789|1.727918514554379
125|2020-12|CUNDINAMARCA-SOACHA|13105.85|3897.78|2020|753548|CUNDINAMARCA|SOACHA|CENTRO ORIENTE|22.92322286476476|0.005172570294128576|5.172570294128576
